CODE,NAME,REGION,DISTRICT,WARD,OWNERSHIP,LONGITUDE,LATITUDE,PASS_RATE,AVG_MARK,CHANGE_PREVIOUS_YEAR,RANK,YEAR_OF_RESULT
PS0306-027,GWANDI PR. SCHOOL,DODOMA,CHAMWINO,ZAJILWA,GOVERNMENT,36.089017,-5.465508,10.81,76.35,4.26,14803,2014
PS0306-028,HANDALI PR. SCHOOL,DODOMA,CHAMWINO,HANDALI,GOVERNMENT,35.37450698,-6.084410876,66.32,107.97,-11.46,6937,2014
PS0306-029,HANETI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,70.27,112.43,14.57,5867,2014
PS0306-030,HUMEKWA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,31.58,85.37,-6.99,13164,2014
PS0306-031,HUZI PR. SCHOOL,DODOMA,CHAMWINO,HUZI,GOVERNMENT,35.483599,-6.646107,75,104.25,31.58,7990,2014
PS0306-032,IDIFU PR. SCHOOL,DODOMA,CHAMWINO,IDIFU,GOVERNMENT,35.98245689,-6.436846342,62.86,106.03,27.99,7479,2014
PS0306-033,IGAMBA PR. SCHOOL,DODOMA,CHAMWINO,DABALO,GOVERNMENT,35.49874256,-5.553201536,41.38,92.14,-31.21,11443,2014
PS0306-034,IGANDU PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,37.5,95.73,10.35,10464,2014
PS0306-035,IGUNGULI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,58.33,100.97,-0.03,8940,2014
PS0306-036,IKOMBO PR. SCHOOL,DODOMA,CHAMWINO,ITISO,GOVERNMENT,35.45607035,-5.472193575,55.88,112.21,29.84,5922,2014
PS0306-037,IKOMBOLINGA PR. SCHOOL,DODOMA,CHAMWINO,I/MVUMI,GOVERNMENT,35.84837241,-6.302615532,9.52,79.84,-5.44,14237,2014
PS0306-038,IKOWA PR. SCHOOL,DODOMA,CHAMWINO,IKOWA,GOVERNMENT,35.5372943,-5.98078822,19.3,82,-2.43,13849,2014
PS0306-039,ILANGALI PR. SCHOOL,DODOMA,CHAMWINO,MANDA,GOVERNMENT,35.13960604,-6.868806292,25,92.4,8.56,11369,2014
PS0306-040,ILEWELO PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,13.64,78.32,4.19,14513,2014
PS0306-041,ILOLO PR. SCHOOL,DODOMA,CHAMWINO,MUUNGANO,GOVERNMENT,35.91521406,-6.345541643,73.08,112.92,24.19,5741,2014
PS0306-042,IRINGA MVUMI PR. SCHOOL,DODOMA,CHAMWINO,I/MVUMI,GOVERNMENT,35.84837241,-6.302615532,69.23,112.98,1.93,5733,2014
PS0306-043,ITISO PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,35.85,93.58,4.18,11081,2014
PS0306-044,IZAVA PR. SCHOOL,DODOMA,CHAMWINO,SEGALA,GOVERNMENT,36.199817,-5.558642,32.14,87.36,7.71,12675,2014
PS0306-045,JITEGEMEE PR. SCHOOL,DODOMA,CHAMWINO,MANZASE,GOVERNMENT,35.9308922,-6.59336097,66.67,103.61,29.7,8157,2014
PS0306-046,JUHUDI PR. SCHOOL,DODOMA,CHAMWINO,MANCHALI,GOVERNMENT,36.205136,-6.155266,23.81,86.52,-8.93,12880,2014
PS0306-047,KALEMBO PR. SCHOOL,DODOMA,CHAMWINO,MAKANG'WA,GOVERNMENT,35.84936,-6.491162,55,112.28,-2.37,5907,2014
PS0306-048,KALENGA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,50,98.21,16.4,9738,2014
PS0306-049,KAMBARAGE PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,91.23,130.88,2.39,2711,2014
PS0306-050,KAWAWA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,13.89,82.47,-10.73,13754,2014
PS0306-051,KIMEJI PR. SCHOOL,DODOMA,CHAMWINO,SEGALA,GOVERNMENT,36.199817,-5.558642,0,69.42,11.02,15472,2014
PS0306-052,KWAHEMU PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,72,112,40,5962,2014
PS0306-053,LOJE PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,34.88,91.44,-0.73,11626,2014
PS0306-054,LOWASA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,70.83,109,-4.08,6674,2014
PS0306-055,LUSINDE PR. SCHOOL,DODOMA,CHAMWINO,MANCHALI,GOVERNMENT,36.205136,-6.155266,47.17,99.81,4.27,9285,2014
PS0306-056,MAFURUNGU PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,7.14,68.43,-2.77,15541,2014
PS0306-057,MAGUNGU PR. SCHOOL,DODOMA,CHAMWINO,ZAJILWA,GOVERNMENT,36.089017,-5.465508,0,66.33,-2.31,15630,2014
PS0306-058,MAHATA PR. SCHOOL,DODOMA,CHAMWINO,MAJELEKO,GOVERNMENT,35.53116175,-6.760771228,44,97.72,9.29,9898,2014
PS0306-059,MAJELEKO PR. SCHOOL,DODOMA,CHAMWINO,MAJELEKO,GOVERNMENT,35.5614904,-5.831894745,53.13,102.44,-1.98,8507,2014
PS0306-060,MAJENGO MAPYA PR. SCHOOL,DODOMA,CHAMWINO,I/MVUMI,GOVERNMENT,35.84837241,-6.302615532,21.43,87.07,8.83,12746,2014
PS0306-061,MAKANG'WA PR. SCHOOL,DODOMA,CHAMWINO,MAKANG'WA,GOVERNMENT,35.86983494,-6.423171219,64.39,109.33,-10.5,6610,2014
PS0306-062,MAKOJA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,17.31,79.81,3.13,14248,2014
PS0306-063,MALECELA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,35.71,95.93,32.99,10406,2014
PS0306-064,MANCHALI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,62.3,111.15,17.26,6158,2014
PS0306-065,MANDA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,23.29,86.52,-6.18,12881,2014
PS0306-066,MANYEMBA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,20,81.47,-6.53,13953,2014
PS0306-067,MANZASE PR. SCHOOL,DODOMA,CHAMWINO,MANZASE,GOVERNMENT,35.93053327,-6.607601466,80,116.85,17.58,4912,2014
PS0306-068,MANZILANZI PR. SCHOOL,DODOMA,CHAMWINO,MAJELEKO,GOVERNMENT,36.209871,-6.073022,0,74.55,5.18,15036,2014
PS0306-069,MAPINDUZI PR. SCHOOL,DODOMA,CHAMWINO,CHILONWA,GOVERNMENT,36.138416,-6.022694,16.67,76.42,-0.58,14795,2014
PS0306-070,MAZENGO PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,42.86,94.2,10.12,10893,2014
PS0306-071,MEMBE PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,42.86,93.63,2.31,11070,2014
PS0306-072,MGUNGA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,91.11,125.64,-6.1,3373,2014
PS0306-073,MIGANGA PR. SCHOOL,DODOMA,CHAMWINO,IDIFU,GOVERNMENT,35.41432605,-6.175886381,53.13,107.31,19.65,7119,2014
PS0306-074,MKAPA PR. SCHOOL,DODOMA,CHAMWINO,BUIGIRI,GOVERNMENT,35.42641907,-5.849360622,81.36,119.03,-2.65,4469,2014
PS0306-075,MLAZO PR. SCHOOL,DODOMA,CHAMWINO,NGHAMBAKU,GOVERNMENT,35.71719392,-7.029766488,5.26,70.26,-17.32,15407,2014
PS0306-076,MLEBE PR. SCHOOL,DODOMA,CHAMWINO,MSAMALO,GOVERNMENT,36.116374,-6.266473,34.15,92.71,3.89,11296,2014
PS0306-077,MLIMWA PR. SCHOOL,DODOMA,CHAMWINO,MEMBE,GOVERNMENT,35.60908649,-5.703812281,3.13,65.17,-4.03,15673,2014
PS0306-078,MLODA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,36.96,93.8,-9.62,11017,2014
PS0306-079,MLOWA BARABARANI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,66.67,111.59,7.98,6045,2014
PS0306-080,MLOWA BWAWANI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,22.03,85.8,-7.32,13054,2014
PS0306-081,MNASE PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,75,118.22,-8.12,4625,2014
PS0306-082,MONDOMELA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,0,56.78,-4.15,15840,2014
PS0306-083,MPWAYUNGU PR. SCHOOL,DODOMA,CHAMWINO,MPWAYUNGU,GOVERNMENT,35.59343516,-6.71149117,45.61,97.19,-1.77,10048,2014
PS0306-084,MSAMALO PR. SCHOOL,DODOMA,CHAMWINO,MSAMALO,GOVERNMENT,36.116374,-6.266473,53.85,108.25,24.38,6855,2014
PS0306-085,MSANGA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,62.07,106.45,8.28,7359,2014
PS0306-086,MUGU PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,40,96.8,32.72,10163,2014
PS0306-087,MUHEME PR. SCHOOL,DODOMA,CHAMWINO,HUZI,GOVERNMENT,35.44831468,-6.771680203,40.91,98.45,22.87,9654,2014
PS0306-088,MUUNGANO PR. SCHOOL,DODOMA,CHAMWINO,MUUNGANO,GOVERNMENT,35.87776432,-6.311183209,84.62,123.63,-2.76,3655,2014
PS0306-089,MVUMI MAKULU PR. SCHOOL,DODOMA,CHAMWINO,M/MAKULU,GOVERNMENT,35.84769215,-6.347082889,90.79,131.41,6.61,2668,2014
PS0306-090,MVUMI MISHENI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,97.3,150.32,8.11,1153,2014
PS0306-091,MVUMI PR. SCHOOL,DODOMA,CHAMWINO,M/MISHENI,GOVERNMENT,35.90526569,-6.387835105,97.59,158.77,19.62,796,2014
PS0306-092,MWIYENDAJE PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,0,75.07,-2.31,14973,2014
PS0306-093,MZULA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,16.67,81.33,2,13977,2014
PS0306-094,NAGULO MWITIKIRA PR. SCHOOL,DODOMA,CHAMWINO,MPWAYUNGU,GOVERNMENT,35.589891,-6.710575,7.94,71.49,5.13,15310,2014
PS0306-095,NAYU PR. SCHOOL,DODOMA,CHAMWINO,DABALO,GOVERNMENT,35.45344883,-5.536905522,0,64.52,3.25,15694,2014
PS0306-096,NDEBWE PR. SCHOOL,DODOMA,CHAMWINO,M/MISHENI,GOVERNMENT,35.97877466,-6.360935572,85.11,122.15,-6.71,3908,2014
PS0306-097,NDOGOWE PR. SCHOOL,DODOMA,CHAMWINO,NGHAMBAKU,GOVERNMENT,35.64157931,-6.923115692,25,90.25,-2.23,11944,2014
PS0306-098,NGHAHELEZE PR. SCHOOL,DODOMA,CHAMWINO,IGANDU,GOVERNMENT,36.133059,-6.388886,77.36,115.77,31.98,5164,2014
PS0306-099,NGHAMBAKU PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,28,88.36,19.07,12419,2014
PS0306-100,NHINHI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,19.39,77.91,-2.76,14584,2014
PS0306-101,NKWENDA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,37.66,91,3.24,11732,2014
PS0306-102,NYAMIGOHA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,37.5,92.63,16.51,11316,2014
PS0306-103,NYERERE PR. SCHOOL,DODOMA,CHAMWINO,M/MISHENI,GOVERNMENT,35.91003914,-6.404684996,88.52,119.57,-18.56,4357,2014
PS0306-104,NZALI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,60.27,106.26,-8.03,7404,2014
PS0306-105,SASAJILA PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,60.87,103.74,-3.14,8130,2014
PS0306-106,SEGALA PR. SCHOOL,DODOMA,CHAMWINO,SEGALA,GOVERNMENT,36.199817,-5.558642,37.04,91.26,-9.07,11678,2014
PS0306-107,SOLOWU PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,18.75,75.63,0.74,14906,2014
PS0306-108,SULI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,33.33,93.92,-12.78,10988,2014
PS0306-109,UGUZI PR. SCHOOL,DODOMA,CHAMWINO,,,35.84837241,-6.302615532,100,155.67,18.95,902,2014
